date_id,page_name,pageviews
2019-03-26,landing_page,290341417
2019-03-27,landing_page,293395068
2019-03-28,landing_page,294222265
2019-03-29,landing_page,278193916
2019-03-30,landing_page,280096985
2019-03-31,landing_page,296148294
2019-04-01,landing_page,304511763
2019-04-02,landing_page,290394867
2019-04-03,landing_page,293963060
2019-04-04,landing_page,297691320
2019-04-05,landing_page,288238040
2019-04-06,landing_page,279028391
2019-04-07,landing_page,296741026
2019-04-08,landing_page,315311592
2019-04-09,landing_page,313514699
2019-04-10,landing_page,304948408
2019-04-11,landing_page,306233152
2019-04-12,landing_page,301650000
2019-04-13,landing_page,293470259
2019-04-14,landing_page,318655210
2019-04-15,landing_page,322725319
2019-04-16,landing_page,313679547
2019-04-17,landing_page,299425985
2019-04-18,landing_page,287866552
2019-04-19,landing_page,284392194
2019-04-20,landing_page,277715218
2019-04-21,landing_page,294623113
2019-04-22,landing_page,307909493
2019-04-23,landing_page,301280502
2019-04-24,landing_page,299588980
2019-04-25,landing_page,298970715
2019-04-26,landing_page,293532962
2019-04-27,landing_page,287907307
2019-04-28,landing_page,300856191
2019-04-29,landing_page,294763594
2019-04-30,landing_page,289238397
2019-05-01,landing_page,291029845
2019-05-02,landing_page,288006244
2019-05-03,landing_page,279216829
2019-05-04,landing_page,273965951
2019-05-05,landing_page,289856849
2019-05-06,landing_page,297018844
2019-05-07,landing_page,285208172
2019-05-08,landing_page,295103126
2019-05-09,landing_page,283456178
2019-05-10,landing_page,278651924
2019-05-11,landing_page,281156132
2019-05-12,landing_page,293989961
2019-05-13,landing_page,297011582
2019-05-14,landing_page,290965537
2019-05-15,landing_page,280154867
2019-05-16,landing_page,280223192
2019-05-17,landing_page,276378539
2019-05-18,landing_page,272859659
2019-05-19,landing_page,285642820
2019-05-20,landing_page,291501601
2019-05-21,landing_page,287030691
2019-05-22,landing_page,286066414
2019-05-23,landing_page,295444190
2019-05-24,landing_page,278447460
2019-05-25,landing_page,269231241
2019-05-26,landing_page,288214072
2019-05-27,landing_page,296777669
2019-05-28,landing_page,299298508
2019-05-29,landing_page,291825175
2019-05-30,landing_page,286939625
2019-05-31,landing_page,279827001
2019-06-01,landing_page,268802915
2019-06-02,landing_page,283588870
2019-06-03,landing_page,285136573
2019-06-04,landing_page,280805702
2019-06-05,landing_page,277119706
2019-06-06,landing_page,276540657
2019-06-07,landing_page,281148162
2019-06-08,landing_page,278195207
2019-06-09,landing_page,290128907
2019-06-10,landing_page,300350780
2019-06-11,landing_page,292585502
2019-06-12,landing_page,293180071
2019-06-13,landing_page,290957222
2019-06-14,landing_page,284747956
2019-06-15,landing_page,277904384
2019-06-16,landing_page,292518778
2019-06-17,landing_page,296458295
2019-06-18,landing_page,287553122
2019-06-19,landing_page,278398832
2019-06-20,landing_page,281028561
2019-06-21,landing_page,276166640
2019-06-22,landing_page,274478514
2019-06-23,landing_page,286247001
2019-06-24,landing_page,294929499
2019-06-25,landing_page,286802023
2019-06-26,landing_page,280863534
2019-06-27,landing_page,267893200
2019-06-28,landing_page,269447649
2019-06-29,landing_page,259617123
2019-06-30,landing_page,280716105
2019-07-01,landing_page,289991471
2019-07-02,landing_page,288148886
2019-07-03,landing_page,288506864
2019-07-04,landing_page,284596552
2019-07-05,landing_page,275979764
2019-07-06,landing_page,281046920
2019-07-07,landing_page,308881380
2019-07-08,landing_page,308201269
2019-07-09,landing_page,305383389
2019-07-10,landing_page,299827244
2019-07-11,landing_page,294019473
2019-07-12,landing_page,287811265
2019-07-13,landing_page,284865348
2019-07-14,landing_page,300406076
2019-07-15,landing_page,294902705
2019-07-16,landing_page,288788619
2019-07-17,landing_page,287658913
2019-07-18,landing_page,288444794
2019-07-19,landing_page,286326182
2019-07-20,landing_page,283904055
2019-07-21,landing_page,304200492
2019-07-22,landing_page,300961395
2019-07-23,landing_page,293352760
2019-07-24,landing_page,294932589
2019-07-25,landing_page,290429816
2019-07-26,landing_page,277553900
2019-07-27,landing_page,284540418
2019-07-28,landing_page,298187059
2019-07-29,landing_page,295534539
2019-07-30,landing_page,298753413
2019-07-31,landing_page,284975776
2019-08-01,landing_page,276975620
2019-08-02,landing_page,273520770
2019-08-03,landing_page,270679170
2019-08-04,landing_page,286529333
2019-08-05,landing_page,297866167
2019-08-06,landing_page,294668447
2019-08-07,landing_page,290071182
2019-08-08,landing_page,285756621
2019-08-09,landing_page,280926162
2019-08-10,landing_page,277408267
2019-08-11,landing_page,290613285
2019-08-12,landing_page,289025563
2019-08-13,landing_page,287489981
2019-08-14,landing_page,281284736
2019-08-15,landing_page,278096083
2019-08-16,landing_page,283268223
2019-08-17,landing_page,288860413
2019-08-18,landing_page,309818374
2019-08-19,landing_page,300959491
2019-08-20,landing_page,293619467
2019-08-21,landing_page,295312099
2019-08-22,landing_page,296025362
2019-08-23,landing_page,289204023
2019-08-24,landing_page,284394693
2019-08-25,landing_page,296815326
2019-08-26,landing_page,299333762
2019-08-27,landing_page,298759710
2019-08-28,landing_page,296449239
2019-08-29,landing_page,294834069
2019-08-30,landing_page,286361686
2019-08-31,landing_page,285246298
2019-09-01,landing_page,296548832
2019-09-02,landing_page,298902066
2019-09-03,landing_page,297544907
2019-09-04,landing_page,287036811
2019-09-05,landing_page,285827792
2019-09-06,landing_page,271992026
2019-09-07,landing_page,274355652
2019-09-08,landing_page,300033073
2019-09-09,landing_page,298998995
2019-09-10,landing_page,290758350
2019-09-11,landing_page,292414890
2019-09-12,landing_page,291735837
2019-09-13,landing_page,286102444
2019-09-14,landing_page,279027012
2019-09-15,landing_page,296296404
2019-09-16,landing_page,303506933
2019-09-17,landing_page,299786995
2019-09-18,landing_page,301553744
2019-09-19,landing_page,294479616
2019-09-20,landing_page,290954026
2019-09-21,landing_page,287035184
2019-09-22,landing_page,310504420
2019-09-23,landing_page,316327149
2019-09-24,landing_page,304960205
2019-09-25,landing_page,307357159
2019-09-26,landing_page,297037745
2019-09-27,landing_page,293091260
2019-09-28,landing_page,292389952
2019-09-29,landing_page,307833203
2019-09-30,landing_page,306411979
2019-10-01,landing_page,302818715
2019-10-02,landing_page,302666184
2019-10-03,landing_page,302269646
2019-10-04,landing_page,299155503
2019-10-05,landing_page,296664530
2019-10-06,landing_page,308765682
2019-10-07,landing_page,311888963
2019-10-08,landing_page,310729874
2019-10-09,landing_page,306374044
2019-10-10,landing_page,310260265
2019-10-11,landing_page,309968451
2019-10-12,landing_page,306438430
2019-10-13,landing_page,325304770
2019-10-14,landing_page,331352342
2019-10-15,landing_page,326818059
2019-10-16,landing_page,341898107
2019-10-17,landing_page,312829274
2019-10-18,landing_page,307511209
2019-10-19,landing_page,297483886
2019-10-20,landing_page,317181674
